Net,li1,met1,met2,met3,met4,met5,
_14311_,50.00%,100.00%,100.00%,NA,NA,NA,
_14312_,100.00%,100.00%,0.00%,NA,NA,NA,
_14313_,100.00%,100.00%,79.57%,NA,NA,NA,
_14314_,100.00%,100.00%,NA,NA,NA,NA,
_14315_,100.00%,100.00%,100.00%,NA,NA,NA,
_14316_,100.00%,100.00%,0.00%,NA,NA,NA,
_14317_,100.00%,100.00%,100.00%,NA,NA,NA,
_14318_,100.00%,100.00%,100.00%,NA,NA,NA,
_14319_,100.00%,100.00%,70.40%,NA,NA,NA,
_14320_,100.00%,100.00%,100.00%,NA,NA,NA,
_14321_,100.00%,100.00%,0.00%,NA,NA,NA,
_14322_,100.00%,100.00%,0.00%,NA,NA,NA,
_14323_,100.00%,100.00%,100.00%,NA,NA,NA,
_14324_,100.00%,100.00%,100.00%,NA,NA,NA,
_14325_,100.00%,100.00%,100.00%,NA,NA,NA,
_14326_,99.02%,59.08%,32.47%,NA,NA,NA,
_14327_,100.00%,88.71%,85.91%,100.00%,NA,NA,
_14328_,100.00%,95.35%,97.78%,NA,NA,NA,
_14329_,100.00%,100.00%,83.05%,0.00%,NA,NA,
_14330_,100.00%,100.00%,NA,NA,NA,NA,
_14331_,100.00%,100.00%,NA,NA,NA,NA,
_14332_,100.00%,100.00%,NA,NA,NA,NA,
_14333_,100.00%,100.00%,0.00%,NA,NA,NA,
_14334_,100.00%,100.00%,96.22%,NA,NA,NA,
_14335_,100.00%,100.00%,95.48%,72.29%,NA,NA,
_14336_,100.00%,100.00%,100.00%,0.00%,NA,NA,
_14337_,100.00%,100.00%,0.00%,NA,NA,NA,
_14338_,100.00%,100.00%,100.00%,NA,NA,NA,
_14339_,100.00%,100.00%,0.00%,NA,NA,NA,
_14340_,100.00%,100.00%,100.00%,NA,NA,NA,
_14341_,100.00%,100.00%,0.00%,NA,NA,NA,
_14342_,100.00%,100.00%,0.00%,NA,NA,NA,
_14343_,100.00%,100.00%,100.00%,NA,NA,NA,
_14344_,100.00%,100.00%,100.00%,NA,NA,NA,
_14345_,100.00%,100.00%,NA,NA,NA,NA,
_14346_,89.71%,93.39%,100.00%,NA,NA,NA,
_14347_,100.00%,100.00%,100.00%,NA,NA,NA,
_14348_,100.00%,100.00%,0.00%,NA,NA,NA,
_14349_,100.00%,100.00%,100.00%,NA,NA,NA,
_14350_,100.00%,100.00%,0.00%,0.00%,NA,NA,
_14351_,100.00%,55.68%,0.00%,NA,NA,NA,
_14352_,100.00%,100.00%,100.00%,NA,NA,NA,
_14353_,100.00%,100.00%,0.00%,NA,NA,NA,
_14354_,100.00%,100.00%,0.00%,NA,NA,NA,
_14355_,50.00%,100.00%,0.00%,0.00%,NA,NA,
_14356_,100.00%,100.00%,100.00%,NA,NA,NA,
_14357_,100.00%,100.00%,100.00%,NA,NA,NA,
_14358_,100.00%,100.00%,0.00%,NA,NA,NA,
_14359_,77.45%,100.00%,100.00%,NA,NA,NA,
_14360_,100.00%,93.39%,100.00%,NA,NA,NA,
_14361_,100.00%,100.00%,0.00%,NA,NA,NA,
_14362_,100.00%,100.00%,0.00%,NA,NA,NA,
_14363_,50.00%,81.43%,0.00%,0.00%,NA,NA,
_14364_,100.00%,100.00%,100.00%,NA,NA,NA,
_14365_,100.00%,100.00%,NA,NA,NA,NA,
_14366_,100.00%,70.81%,0.00%,NA,NA,NA,
_14367_,100.00%,100.00%,100.00%,NA,NA,NA,
_14368_,100.00%,100.00%,0.00%,NA,NA,NA,
_14369_,100.00%,100.00%,100.00%,NA,NA,NA,
_14370_,100.00%,100.00%,NA,NA,NA,NA,
_14371_,100.00%,100.00%,100.00%,NA,NA,NA,
_14372_,100.00%,100.00%,100.00%,NA,NA,NA,
_14373_,100.00%,100.00%,100.00%,NA,NA,NA,
_14374_,50.00%,100.00%,100.00%,NA,NA,NA,
_14375_,100.00%,100.00%,0.00%,NA,NA,NA,
_14376_,100.00%,100.00%,0.00%,NA,NA,NA,
_14377_,50.00%,4.87%,NA,NA,NA,NA,
_14378_,100.00%,100.00%,0.00%,NA,NA,NA,
_14379_,66.67%,92.38%,100.00%,NA,NA,NA,
_14380_,100.00%,100.00%,100.00%,100.00%,NA,NA,
_14381_,100.00%,100.00%,100.00%,NA,NA,NA,
_14382_,100.00%,99.97%,100.00%,NA,NA,NA,
_14383_,100.00%,100.00%,100.00%,NA,NA,NA,
_14384_,100.00%,100.00%,100.00%,NA,NA,NA,
_14385_,100.00%,100.00%,86.06%,NA,NA,NA,
_14386_,100.00%,58.65%,0.00%,NA,NA,NA,
_14387_,100.00%,100.00%,62.38%,NA,NA,NA,
_14388_,100.00%,100.00%,0.00%,NA,NA,NA,
_14389_,100.00%,100.00%,0.00%,NA,NA,NA,
_14390_,100.00%,100.00%,100.00%,NA,NA,NA,
_14391_,100.00%,100.00%,0.00%,NA,NA,NA,
_14392_,100.00%,100.00%,100.00%,NA,NA,NA,
_14393_,100.00%,100.00%,0.00%,NA,NA,NA,
_14394_,100.00%,100.00%,100.00%,NA,NA,NA,
_14395_,100.00%,100.00%,0.00%,NA,NA,NA,
_14396_,100.00%,100.00%,100.00%,NA,NA,NA,
_14397_,100.00%,100.00%,0.00%,NA,NA,NA,
_14398_,100.00%,100.00%,100.00%,NA,NA,NA,
_14399_,100.00%,86.32%,0.00%,NA,NA,NA,
_14400_,100.00%,100.00%,NA,NA,NA,NA,
_14401_,100.00%,100.00%,NA,NA,NA,NA,
_14402_,100.00%,100.00%,100.00%,NA,NA,NA,
_14403_,100.00%,100.00%,100.00%,NA,NA,NA,
_14404_,100.00%,89.53%,68.38%,100.00%,NA,NA,
_14405_,100.00%,100.00%,97.67%,100.00%,NA,NA,
_14406_,100.00%,100.00%,0.00%,NA,NA,NA,
_14407_,100.00%,100.00%,0.00%,NA,NA,NA,
_14408_,100.00%,100.00%,0.00%,NA,NA,NA,
_14409_,50.00%,96.75%,95.35%,NA,NA,NA,
_14410_,100.00%,100.00%,0.00%,NA,NA,NA,
_14411_,100.00%,100.00%,100.00%,NA,NA,NA,
_14412_,100.00%,100.00%,NA,NA,NA,NA,
_14413_,100.00%,100.00%,0.00%,NA,NA,NA,
_14414_,100.00%,100.00%,0.00%,NA,NA,NA,
_14415_,100.00%,97.95%,100.00%,NA,NA,NA,
_14416_,100.00%,100.00%,0.00%,NA,NA,NA,
_14417_,100.00%,100.00%,100.00%,NA,NA,NA,
_14418_,100.00%,75.11%,0.00%,NA,NA,NA,
_14419_,100.00%,100.00%,75.18%,0.00%,NA,NA,
_14420_,100.00%,100.00%,0.00%,NA,NA,NA,
_14421_,100.00%,74.10%,84.15%,NA,NA,NA,
_14422_,100.00%,93.58%,81.57%,0.00%,NA,NA,
_14423_,100.00%,100.00%,0.00%,NA,NA,NA,
_14424_,100.00%,100.00%,0.00%,NA,NA,NA,
_14425_,100.00%,100.00%,0.00%,NA,NA,NA,
_14426_,100.00%,100.00%,100.00%,NA,NA,NA,
_14427_,100.00%,100.00%,100.00%,NA,NA,NA,
_14428_,100.00%,100.00%,0.00%,NA,NA,NA,
_14429_,100.00%,100.00%,0.00%,NA,NA,NA,
_14430_,100.00%,100.00%,0.00%,NA,NA,NA,
_14431_,100.00%,100.00%,99.82%,99.99%,NA,NA,
_14432_,100.00%,100.00%,100.00%,NA,NA,NA,
_14433_,100.00%,100.00%,0.00%,NA,NA,NA,
_14434_,100.00%,100.00%,94.66%,58.64%,NA,NA,
_14435_,100.00%,100.00%,100.00%,NA,NA,NA,
_14436_,100.00%,100.00%,0.00%,NA,NA,NA,
_14437_,100.00%,99.83%,88.53%,0.00%,NA,NA,
_14438_,100.00%,100.00%,0.00%,NA,NA,NA,
_14439_,100.00%,96.48%,0.00%,NA,NA,NA,
_14440_,100.00%,88.01%,98.23%,100.00%,NA,NA,
_14441_,100.00%,100.00%,100.00%,NA,NA,NA,
_14442_,100.00%,100.00%,0.00%,NA,NA,NA,
_14443_,100.00%,100.00%,100.00%,NA,NA,NA,
_14444_,50.00%,80.12%,0.00%,NA,NA,NA,
_14445_,100.00%,100.00%,100.00%,NA,NA,NA,
_14446_,100.00%,78.63%,100.00%,NA,NA,NA,
_14447_,100.00%,100.00%,91.32%,99.99%,NA,NA,
_14448_,100.00%,100.00%,0.00%,NA,NA,NA,
_14449_,100.00%,100.00%,100.00%,NA,NA,NA,
_14450_,100.00%,100.00%,31.65%,0.00%,NA,NA,
_14451_,100.00%,100.00%,0.00%,NA,NA,NA,
_14452_,100.00%,100.00%,0.00%,NA,NA,NA,
_14453_,100.00%,100.00%,100.00%,NA,NA,NA,
_14454_,100.00%,100.00%,61.06%,NA,NA,NA,
_14455_,50.00%,100.00%,0.00%,NA,NA,NA,
_14456_,100.00%,100.00%,100.00%,NA,NA,NA,
_14457_,100.00%,100.00%,60.20%,NA,NA,NA,
_14458_,100.00%,100.00%,100.00%,NA,NA,NA,
_14459_,100.00%,100.00%,0.00%,NA,NA,NA,
_14460_,100.00%,100.00%,100.00%,NA,NA,NA,
_14461_,100.00%,100.00%,100.00%,NA,NA,NA,
_14462_,100.00%,100.00%,100.00%,NA,NA,NA,
_14463_,100.00%,100.00%,100.00%,NA,NA,NA,
_14464_,100.00%,100.00%,NA,NA,NA,NA,
_14465_,100.00%,100.00%,0.00%,NA,NA,NA,
_14466_,100.00%,100.00%,100.00%,NA,NA,NA,
_14467_,100.00%,100.00%,NA,NA,NA,NA,
_14468_,100.00%,100.00%,100.00%,NA,NA,NA,
_14469_,100.00%,100.00%,100.00%,NA,NA,NA,
_14470_,100.00%,100.00%,100.00%,NA,NA,NA,
_14471_,100.00%,100.00%,100.00%,NA,NA,NA,
_14472_,100.00%,100.00%,NA,NA,NA,NA,
_14473_,100.00%,100.00%,0.00%,NA,NA,NA,
_14474_,100.00%,100.00%,100.00%,NA,NA,NA,
_14475_,100.00%,100.00%,NA,NA,NA,NA,
_14476_,100.00%,100.00%,0.00%,NA,NA,NA,
_14477_,100.00%,100.00%,100.00%,NA,NA,NA,
_14478_,100.00%,100.00%,0.00%,NA,NA,NA,
_14479_,100.00%,100.00%,100.00%,NA,NA,NA,
_14480_,100.00%,100.00%,0.00%,NA,NA,NA,
_14481_,100.00%,100.00%,100.00%,NA,NA,NA,
_14482_,100.00%,100.00%,0.00%,NA,NA,NA,
_14483_,100.00%,100.00%,100.00%,NA,NA,NA,
_14484_,100.00%,100.00%,0.00%,NA,NA,NA,
_14485_,100.00%,100.00%,99.56%,97.03%,100.00%,NA,
_14486_,100.00%,100.00%,0.00%,NA,NA,NA,
_14487_,100.00%,100.00%,100.00%,NA,NA,NA,
_14488_,100.00%,100.00%,100.00%,NA,NA,NA,
_14489_,100.00%,100.00%,100.00%,NA,NA,NA,
_14490_,100.00%,100.00%,100.00%,NA,NA,NA,
_14491_,100.00%,100.00%,100.00%,NA,NA,NA,
_14492_,73.53%,23.49%,0.00%,NA,NA,NA,
_14493_,100.00%,100.00%,0.00%,NA,NA,NA,
_14494_,100.00%,100.00%,100.00%,NA,NA,NA,
_14495_,100.00%,100.00%,NA,NA,NA,NA,
_14496_,100.00%,100.00%,100.00%,NA,NA,NA,
_14497_,100.00%,100.00%,100.00%,NA,NA,NA,
_14498_,100.00%,100.00%,0.00%,NA,NA,NA,
_14499_,100.00%,100.00%,100.00%,NA,NA,NA,
_14500_,100.00%,100.00%,100.00%,NA,NA,NA,
_14501_,100.00%,100.00%,NA,NA,NA,NA,
_14502_,100.00%,100.00%,100.00%,NA,NA,NA,
_14503_,100.00%,100.00%,NA,NA,NA,NA,
_14504_,100.00%,100.00%,100.00%,NA,NA,NA,
_14505_,100.00%,100.00%,100.00%,NA,NA,NA,
_14506_,100.00%,100.00%,0.00%,NA,NA,NA,
_14507_,100.00%,100.00%,0.00%,NA,NA,NA,
_14508_,100.00%,100.00%,100.00%,NA,NA,NA,
_14509_,80.15%,100.00%,100.00%,NA,NA,NA,
_14510_,100.00%,100.00%,0.00%,NA,NA,NA,
_14511_,93.14%,100.00%,100.00%,NA,NA,NA,
_14512_,100.00%,100.00%,0.00%,NA,NA,NA,
_14513_,100.00%,100.00%,NA,NA,NA,NA,
_14514_,100.00%,100.00%,NA,NA,NA,NA,
_14515_,100.00%,100.00%,0.00%,NA,NA,NA,
_14516_,100.00%,95.52%,100.00%,NA,NA,NA,
_14517_,100.00%,100.00%,0.00%,NA,NA,NA,
_14518_,100.00%,100.00%,100.00%,NA,NA,NA,
_14519_,100.00%,83.95%,18.16%,NA,NA,NA,
_14520_,100.00%,100.00%,100.00%,NA,NA,NA,
_14521_,100.00%,100.00%,0.00%,NA,NA,NA,
_14522_,100.00%,100.00%,100.00%,100.00%,NA,NA,
_14523_,100.00%,100.00%,62.08%,NA,NA,NA,
_14524_,100.00%,100.00%,100.00%,NA,NA,NA,
_14525_,100.00%,98.30%,98.93%,NA,NA,NA,
_14526_,100.00%,100.00%,67.06%,NA,NA,NA,
_14527_,100.00%,100.00%,0.00%,NA,NA,NA,
_14528_,100.00%,100.00%,86.14%,NA,NA,NA,
_14529_,100.00%,100.00%,100.00%,NA,NA,NA,
_14530_,100.00%,100.00%,0.00%,NA,NA,NA,
_14531_,100.00%,100.00%,100.00%,NA,NA,NA,
_14532_,100.00%,100.00%,100.00%,NA,NA,NA,
_14533_,100.00%,100.00%,0.00%,NA,NA,NA,
_14534_,100.00%,100.00%,88.05%,NA,NA,NA,
_14535_,100.00%,100.00%,0.00%,NA,NA,NA,
_14536_,100.00%,100.00%,100.00%,NA,NA,NA,
_14537_,100.00%,100.00%,89.87%,NA,NA,NA,
_14538_,100.00%,100.00%,0.00%,NA,NA,NA,
_14539_,100.00%,100.00%,NA,NA,NA,NA,
_14540_,100.00%,100.00%,NA,NA,NA,NA,
_14541_,100.00%,100.00%,100.00%,NA,NA,NA,
_14542_,100.00%,100.00%,0.00%,NA,NA,NA,
_14543_,100.00%,100.00%,100.00%,NA,NA,NA,
_14544_,100.00%,93.70%,41.76%,NA,NA,NA,
_14545_,50.00%,100.00%,NA,NA,NA,NA,
_14546_,100.00%,100.00%,100.00%,NA,NA,NA,
_14547_,100.00%,100.00%,100.00%,100.00%,NA,NA,
_14548_,100.00%,100.00%,76.57%,0.00%,NA,NA,
_14549_,100.00%,100.00%,0.00%,NA,NA,NA,
_14550_,100.00%,100.00%,NA,NA,NA,NA,
_14551_,100.00%,100.00%,100.00%,NA,NA,NA,
_14552_,100.00%,100.00%,0.00%,NA,NA,NA,
_14553_,100.00%,100.00%,0.00%,NA,NA,NA,
_14554_,100.00%,52.43%,0.00%,NA,NA,NA,
_14555_,100.00%,100.00%,100.00%,NA,NA,NA,
_14556_,100.00%,100.00%,NA,NA,NA,NA,
_14557_,100.00%,100.00%,100.00%,NA,NA,NA,
_14558_,100.00%,100.00%,0.00%,NA,NA,NA,
_14559_,100.00%,100.00%,0.00%,NA,NA,NA,
_14560_,100.00%,100.00%,NA,NA,NA,NA,
_14561_,100.00%,100.00%,NA,NA,NA,NA,
_14562_,100.00%,100.00%,100.00%,NA,NA,NA,
_14563_,100.00%,100.00%,100.00%,NA,NA,NA,
_14564_,100.00%,100.00%,0.00%,NA,NA,NA,
_14565_,80.00%,94.45%,0.00%,NA,NA,NA,
_14566_,100.00%,100.00%,100.00%,NA,NA,NA,
_14567_,100.00%,100.00%,100.00%,NA,NA,NA,
_14568_,100.00%,100.00%,54.95%,NA,NA,NA,
_14569_,100.00%,100.00%,100.00%,NA,NA,NA,
_14570_,100.00%,100.00%,0.00%,NA,NA,NA,
_14571_,100.00%,100.00%,100.00%,NA,NA,NA,
_14572_,100.00%,100.00%,0.00%,NA,NA,NA,
_14573_,100.00%,100.00%,100.00%,NA,NA,NA,
_14574_,100.00%,100.00%,NA,NA,NA,NA,
_14575_,100.00%,100.00%,100.00%,NA,NA,NA,
_14576_,100.00%,100.00%,NA,NA,NA,NA,
_14577_,100.00%,100.00%,78.01%,0.00%,NA,NA,
_14578_,50.00%,6.80%,NA,NA,NA,NA,
_14579_,100.00%,100.00%,100.00%,NA,NA,NA,
_14580_,100.00%,100.00%,100.00%,NA,NA,NA,
_14581_,100.00%,100.00%,100.00%,NA,NA,NA,
_14582_,83.82%,74.55%,100.00%,NA,NA,NA,
_14583_,100.00%,100.00%,100.00%,NA,NA,NA,
_14584_,100.00%,100.00%,100.00%,NA,NA,NA,
_14585_,100.00%,100.00%,100.00%,NA,NA,NA,
_14586_,100.00%,100.00%,100.00%,NA,NA,NA,
_14587_,100.00%,100.00%,100.00%,NA,NA,NA,
_14588_,100.00%,100.00%,73.70%,0.00%,NA,NA,
_14589_,100.00%,100.00%,NA,NA,NA,NA,
_14590_,100.00%,100.00%,100.00%,NA,NA,NA,
_14591_,100.00%,100.00%,100.00%,NA,NA,NA,
_14592_,100.00%,100.00%,100.00%,NA,NA,NA,
_14593_,50.00%,100.00%,0.00%,NA,NA,NA,
_14594_,100.00%,100.00%,100.00%,NA,NA,NA,
_14595_,100.00%,100.00%,100.00%,NA,NA,NA,
_14596_,100.00%,100.00%,NA,NA,NA,NA,
_14597_,100.00%,100.00%,0.00%,NA,NA,NA,
_14598_,100.00%,100.00%,100.00%,NA,NA,NA,
_14599_,100.00%,100.00%,100.00%,NA,NA,NA,
_14600_,100.00%,100.00%,100.00%,NA,NA,NA,
_14601_,100.00%,100.00%,0.00%,NA,NA,NA,
_14602_,100.00%,100.00%,NA,NA,NA,NA,
_14603_,83.82%,87.34%,NA,NA,NA,NA,
_14604_,100.00%,100.00%,100.00%,NA,NA,NA,
_14605_,100.00%,100.00%,100.00%,NA,NA,NA,
_14606_,100.00%,100.00%,0.00%,NA,NA,NA,
_14607_,100.00%,100.00%,100.00%,NA,NA,NA,
_14608_,100.00%,100.00%,59.43%,NA,NA,NA,
_14609_,100.00%,100.00%,100.00%,NA,NA,NA,
_14610_,100.00%,100.00%,0.00%,NA,NA,NA,
_14611_,100.00%,100.00%,0.00%,NA,NA,NA,
_14612_,100.00%,100.00%,100.00%,NA,NA,NA,
_14613_,100.00%,100.00%,100.00%,NA,NA,NA,
_14614_,100.00%,100.00%,0.00%,NA,NA,NA,
_14615_,100.00%,100.00%,100.00%,NA,NA,NA,
_14616_,100.00%,100.00%,100.00%,NA,NA,NA,
_14617_,100.00%,100.00%,NA,NA,NA,NA,
_14618_,100.00%,100.00%,0.00%,NA,NA,NA,
_14619_,100.00%,93.47%,75.91%,NA,NA,NA,
_14620_,100.00%,100.00%,100.00%,NA,NA,NA,
_14621_,100.00%,100.00%,100.00%,NA,NA,NA,
_14622_,50.00%,75.49%,0.00%,NA,NA,NA,
_14623_,100.00%,100.00%,NA,NA,NA,NA,
_14624_,100.00%,100.00%,100.00%,NA,NA,NA,
_14625_,100.00%,100.00%,100.00%,NA,NA,NA,
_14626_,100.00%,100.00%,100.00%,NA,NA,NA,
_14627_,100.00%,97.99%,100.00%,NA,NA,NA,
_14628_,100.00%,98.19%,99.08%,NA,NA,NA,
_14629_,100.00%,100.00%,46.55%,0.00%,NA,NA,
_14630_,100.00%,100.00%,100.00%,NA,NA,NA,
_14631_,100.00%,100.00%,64.76%,NA,NA,NA,
_14632_,100.00%,89.09%,0.00%,NA,NA,NA,
_14633_,100.00%,100.00%,0.00%,NA,NA,NA,
_14634_,100.00%,100.00%,100.00%,NA,NA,NA,
_14635_,100.00%,99.79%,100.00%,NA,NA,NA,
_14636_,100.00%,100.00%,NA,NA,NA,NA,
_14637_,100.00%,100.00%,0.00%,NA,NA,NA,
_14638_,100.00%,100.00%,NA,NA,NA,NA,
_14639_,100.00%,100.00%,NA,NA,NA,NA,
_14640_,100.00%,100.00%,100.00%,NA,NA,NA,
_14641_,100.00%,100.00%,0.00%,NA,NA,NA,
_14642_,100.00%,100.00%,100.00%,NA,NA,NA,
_14643_,100.00%,100.00%,100.00%,NA,NA,NA,
_14644_,50.00%,71.35%,0.00%,NA,NA,NA,
_14645_,100.00%,100.00%,100.00%,NA,NA,NA,
_14646_,100.00%,100.00%,NA,NA,NA,NA,
_14647_,100.00%,100.00%,92.30%,NA,NA,NA,
_14648_,100.00%,100.00%,100.00%,NA,NA,NA,
_14649_,75.00%,96.90%,0.00%,NA,NA,NA,
_14650_,100.00%,100.00%,100.00%,NA,NA,NA,
_14651_,100.00%,100.00%,100.00%,NA,NA,NA,
_14652_,100.00%,100.00%,0.00%,NA,NA,NA,
_14653_,100.00%,100.00%,NA,NA,NA,NA,
_14654_,100.00%,100.00%,100.00%,NA,NA,NA,
_14655_,100.00%,100.00%,NA,NA,NA,NA,
_14656_,100.00%,100.00%,NA,NA,NA,NA,
_14657_,100.00%,100.00%,100.00%,NA,NA,NA,
_14658_,50.00%,93.97%,NA,NA,NA,NA,
_14659_,100.00%,100.00%,100.00%,NA,NA,NA,
_14660_,100.00%,100.00%,100.00%,NA,NA,NA,
_14661_,100.00%,100.00%,100.00%,NA,NA,NA,
_14662_,100.00%,100.00%,NA,NA,NA,NA,
_14663_,100.00%,100.00%,100.00%,NA,NA,NA,
_14664_,100.00%,100.00%,100.00%,NA,NA,NA,
_14665_,100.00%,100.00%,NA,NA,NA,NA,
_14666_,100.00%,100.00%,49.74%,0.00%,NA,NA,
_14667_,100.00%,100.00%,NA,NA,NA,NA,
_14668_,66.67%,93.90%,100.00%,NA,NA,NA,
_14669_,100.00%,100.00%,100.00%,NA,NA,NA,
_14670_,100.00%,100.00%,0.00%,NA,NA,NA,
_14671_,100.00%,100.00%,100.00%,NA,NA,NA,
_14672_,100.00%,100.00%,100.00%,NA,NA,NA,
_14673_,100.00%,25.09%,0.00%,NA,NA,NA,
_14674_,100.00%,100.00%,0.00%,NA,NA,NA,
_14675_,50.00%,50.00%,96.01%,NA,NA,NA,
_14676_,100.00%,100.00%,0.00%,NA,NA,NA,
_14677_,100.00%,100.00%,0.00%,NA,NA,NA,
_14678_,100.00%,100.00%,100.00%,NA,NA,NA,
_14679_,100.00%,100.00%,100.00%,NA,NA,NA,
_14680_,100.00%,50.72%,100.00%,NA,NA,NA,
_14681_,100.00%,100.00%,100.00%,NA,NA,NA,
_14682_,100.00%,100.00%,100.00%,NA,NA,NA,
_14683_,100.00%,100.00%,100.00%,NA,NA,NA,
_14684_,100.00%,100.00%,0.00%,NA,NA,NA,
_14685_,100.00%,100.00%,100.00%,NA,NA,NA,
_14686_,100.00%,82.92%,76.46%,NA,NA,NA,
_14687_,100.00%,100.00%,0.00%,NA,NA,NA,
_14688_,100.00%,100.00%,100.00%,NA,NA,NA,
_14689_,100.00%,100.00%,100.00%,NA,NA,NA,
_14690_,100.00%,75.76%,0.00%,0.00%,NA,NA,
_14691_,100.00%,100.00%,NA,NA,NA,NA,
_14692_,100.00%,100.00%,NA,NA,NA,NA,
_14693_,100.00%,99.43%,0.00%,NA,NA,NA,
_14694_,100.00%,100.00%,100.00%,NA,NA,NA,
_14695_,100.00%,100.00%,100.00%,NA,NA,NA,
_14696_,100.00%,100.00%,0.00%,NA,NA,NA,
_14697_,100.00%,100.00%,100.00%,NA,NA,NA,
_14698_,100.00%,99.04%,0.00%,NA,NA,NA,
_14699_,100.00%,100.00%,100.00%,NA,NA,NA,
_14700_,100.00%,100.00%,100.00%,NA,NA,NA,
_14701_,100.00%,100.00%,100.00%,NA,NA,NA,
_14702_,100.00%,100.00%,100.00%,NA,NA,NA,
_14703_,50.00%,69.15%,0.00%,NA,NA,NA,
_14704_,100.00%,100.00%,100.00%,NA,NA,NA,
_14705_,50.00%,44.27%,NA,NA,NA,NA,
_14706_,100.00%,100.00%,100.00%,NA,NA,NA,
_14707_,50.00%,100.00%,100.00%,NA,NA,NA,
_14708_,100.00%,100.00%,NA,NA,NA,NA,
_14709_,100.00%,100.00%,0.00%,NA,NA,NA,
_14710_,100.00%,100.00%,100.00%,NA,NA,NA,
_14711_,100.00%,100.00%,NA,NA,NA,NA,
_14712_,100.00%,100.00%,100.00%,NA,NA,NA,
_14713_,100.00%,100.00%,100.00%,NA,NA,NA,
_14714_,100.00%,90.01%,83.25%,NA,NA,NA,
_14715_,50.00%,87.88%,0.00%,NA,NA,NA,
_14716_,100.00%,100.00%,100.00%,NA,NA,NA,
_14717_,100.00%,100.00%,100.00%,NA,NA,NA,
_14718_,100.00%,100.00%,NA,NA,NA,NA,
_14719_,100.00%,100.00%,0.00%,NA,NA,NA,
_14720_,100.00%,100.00%,0.00%,NA,NA,NA,
_14721_,100.00%,100.00%,100.00%,NA,NA,NA,
_14722_,100.00%,100.00%,0.00%,NA,NA,NA,
_14723_,100.00%,100.00%,NA,NA,NA,NA,
_14724_,100.00%,100.00%,100.00%,NA,NA,NA,
_14725_,100.00%,100.00%,0.00%,NA,NA,NA,
_14726_,100.00%,100.00%,100.00%,NA,NA,NA,
_14727_,100.00%,100.00%,0.00%,NA,NA,NA,
_14728_,100.00%,100.00%,0.00%,NA,NA,NA,
_14729_,100.00%,100.00%,100.00%,NA,NA,NA,
_14730_,100.00%,92.14%,0.00%,NA,NA,NA,
_14731_,100.00%,100.00%,86.98%,NA,NA,NA,
_14732_,100.00%,100.00%,100.00%,NA,NA,NA,
_14733_,100.00%,100.00%,0.00%,NA,NA,NA,
_14734_,100.00%,100.00%,100.00%,NA,NA,NA,
_14735_,100.00%,100.00%,0.00%,NA,NA,NA,
_14736_,100.00%,100.00%,0.00%,NA,NA,NA,
_14737_,100.00%,99.77%,98.89%,NA,NA,NA,
_14738_,100.00%,53.99%,0.00%,NA,NA,NA,
_14739_,100.00%,100.00%,0.00%,NA,NA,NA,
_14740_,100.00%,100.00%,100.00%,NA,NA,NA,
_14741_,100.00%,100.00%,0.00%,NA,NA,NA,
_14742_,100.00%,100.00%,100.00%,NA,NA,NA,
_14743_,100.00%,100.00%,100.00%,NA,NA,NA,
_14744_,100.00%,100.00%,100.00%,NA,NA,NA,
_14745_,100.00%,100.00%,96.24%,NA,NA,NA,
_14746_,100.00%,100.00%,100.00%,NA,NA,NA,
_14747_,100.00%,100.00%,100.00%,NA,NA,NA,
_14748_,80.00%,99.02%,0.00%,0.00%,NA,NA,
_14749_,50.00%,69.15%,100.00%,NA,NA,NA,
_14750_,100.00%,100.00%,100.00%,NA,NA,NA,
_14751_,100.00%,100.00%,62.72%,NA,NA,NA,
_14752_,100.00%,100.00%,0.00%,NA,NA,NA,
_14753_,100.00%,100.00%,NA,NA,NA,NA,
_14754_,100.00%,100.00%,100.00%,NA,NA,NA,
_14755_,100.00%,100.00%,100.00%,NA,NA,NA,
_14756_,100.00%,99.31%,92.32%,NA,NA,NA,
_14757_,100.00%,100.00%,0.00%,NA,NA,NA,
_14758_,50.00%,84.45%,NA,NA,NA,NA,
_14759_,100.00%,100.00%,100.00%,NA,NA,NA,
_14760_,100.00%,100.00%,100.00%,NA,NA,NA,
_14761_,100.00%,100.00%,0.00%,NA,NA,NA,
_14762_,100.00%,100.00%,0.00%,NA,NA,NA,
_14763_,100.00%,100.00%,100.00%,NA,NA,NA,
_14764_,100.00%,100.00%,100.00%,NA,NA,NA,
_14765_,100.00%,100.00%,100.00%,NA,NA,NA,
_14766_,100.00%,100.00%,0.00%,NA,NA,NA,
_14767_,100.00%,100.00%,0.00%,NA,NA,NA,
_14768_,100.00%,100.00%,99.81%,NA,NA,NA,
_14769_,95.59%,92.09%,99.80%,NA,NA,NA,
_14770_,100.00%,100.00%,NA,NA,NA,NA,
_14771_,100.00%,100.00%,0.00%,NA,NA,NA,
_14772_,100.00%,100.00%,NA,NA,NA,NA,
_14773_,100.00%,100.00%,100.00%,NA,NA,NA,
_14774_,100.00%,100.00%,0.00%,NA,NA,NA,
_14775_,100.00%,100.00%,0.00%,NA,NA,NA,
_14776_,100.00%,100.00%,0.00%,NA,NA,NA,
_14777_,100.00%,100.00%,74.65%,NA,NA,NA,
